1 	A Brave Refrain 	James-Whitcomb-Riley 	kids 	139 	126 	there are breathtaking descriptions of kids by James-Whitcomb-Riley 	1505 	images/book/kids/7.jpeg 	
437 	Adventure Of Prince Florizel And A Detective, The 	Robert-Louis-Stevenson 	fiction 	182 	170 	this is a masterpiece on fiction by Robert-Louis-Stevenson 	1934 	images/book/fiction/70.jpeg 	
438 	Adventure of the Abbey Grange, The 	Arthur-Conan-Doyle 	health 	123 	89 	this is a masterpiece on health by Arthur-Conan-Doyle 	1167 	images/book/health/163.jpeg 	
439 	Adventure of the Beryl Coronet, The 	Arthur-Conan-Doyle 	kids 	134 	87 	there are breathtaking descriptions of kids by Arthur-Conan-Doyle 	1490 	images/book/kids/53.jpeg 	
440 	Adventure of the Blue Carbuncle, The 	Arthur-Conan-Doyle 	biography 	104 	100 	there are breathtaking descriptions of biography by Arthur-Conan-Doyle 	1102 	images/book/biography/34.jpeg 	
441 	Adventure Of The Bruce-Partington Plans, The 	Arthur-Conan-Doyle 	fiction 	116 	78 	this book talks about fiction by Arthur-Conan-Doyle 	1693 	images/book/fiction/75.jpeg 	
442 	Adventure of the Cardboard Box, The 	Arthur-Conan-Doyle 	fiction 	155 	139 	there are breathtaking descriptions of fiction by Arthur-Conan-Doyle 	1906 	images/book/fiction/36.jpeg 	
443 	Adventure of the Copper Beeches, The 	Arthur-Conan-Doyle 	biography 	180 	131 	this is a masterpiece on biography by Arthur-Conan-Doyle 	1232 	images/book/biography/32.jpeg 	
444 	Adventure Of The Dancing Men, The 	Arthur-Conan-Doyle 	fiction 	126 	81 	this is a masterpiece on fiction by Arthur-Conan-Doyle 	1487 	images/book/fiction/42.jpeg 	
445 	Adventure of the Devils Foot, The 	Arthur-Conan-Doyle 	health 	158 	117 	there are breathtaking descriptions of health by Arthur-Conan-Doyle 	1430 	images/book/health/176.jpeg 	
446 	Adventure of the Dying Detective, The 	Arthur-Conan-Doyle 	health 	104 	102 	this book talks about health by Arthur-Conan-Doyle 	1076 	images/book/health/179.jpeg 	
447 	Adventure Of The Empty House, The 	Arthur-Conan-Doyle 	biography 	169 	164 	this is a good book on biography by Arthur-Conan-Doyle 	1485 	images/book/biography/27.jpeg 	
448 	Adventure of the Engineers Thumb, The 	Arthur-Conan-Doyle 	health 	182 	177 	this is a masterpiece on health by Arthur-Conan-Doyle 	1067 	images/book/health/49.jpeg 	
449 	Adventure Of The Golden Pince-Nez, The 	Arthur-Conan-Doyle 	kids 	190 	173 	there are breathtaking descriptions of kids by Arthur-Conan-Doyle 	1098 	images/book/kids/60.jpeg 	
450 	Adventure Of The Hansom Cabs, The 	Robert-Louis-Stevenson 	science 	149 	109 	this book talks about science by Robert-Louis-Stevenson 	1883 	images/book/science/48.jpeg 	
451 	Adventure Of The Missing Three-Quarter, The 	Arthur-Conan-Doyle 	biography 	194 	144 	there are breathtaking descriptions of biography by Arthur-Conan-Doyle 	1052 	images/book/biography/11.jpeg 	
452 	Adventure of the Noble Bachelor, The 	Arthur-Conan-Doyle 	fiction 	105 	75 	there are breathtaking descriptions of fiction by Arthur-Conan-Doyle 	1636 	images/book/fiction/4.jpeg 	
453 	Adventure Of The Norwood Builder, The 	Arthur-Conan-Doyle 	science 	124 	100 	this is a good book on science by Arthur-Conan-Doyle 	1963 	images/book/science/5.jpeg 	
454 	Adventure Of The Priory School, The 	Arthur-Conan-Doyle 	kids 	105 	82 	this book talks about kids by Arthur-Conan-Doyle 	1165 	images/book/kids/89.jpeg 	
455 	Adventure of the Red Circle, The 	Arthur-Conan-Doyle 	health 	133 	90 	this is a good book on health by Arthur-Conan-Doyle 	1893 	images/book/health/109.jpeg 	
456 	Adventure Of The Second Stain, The 	Arthur-Conan-Doyle 	fiction 	154 	138 	this is a masterpiece on fiction by Arthur-Conan-Doyle 	1956 	images/book/fiction/77.jpeg 	
457 	Adventure Of The Six Napoleons, The 	Arthur-Conan-Doyle 	kids 	164 	159 	this is a masterpiece on kids by Arthur-Conan-Doyle 	1657 	images/book/kids/11.jpeg 	
458 	Adventure Of The Solitary Cyclist, The 	Arthur-Conan-Doyle 	biography 	176 	171 	this book talks about biography by Arthur-Conan-Doyle 	1624 	images/book/biography/44.jpeg 	
459 	Adventure of the Speckled Band, The 	Arthur-Conan-Doyle 	science 	157 	134 	this is a masterpiece on science by Arthur-Conan-Doyle 	1983 	images/book/science/20.jpeg 	
460 	Adventure of the Three Robbers, The 	Lucius-Apuleius 	science 	168 	144 	this is a good book on science by Lucius-Apuleius 	1195 	images/book/science/44.jpeg 	
461 	Adventure Of The Three Students, The 	Arthur-Conan-Doyle 	science 	117 	113 	this is a good book on science by Arthur-Conan-Doyle 	1094 	images/book/science/45.jpeg 	
462 	Adventure Of The Virtuous Spinster, The 	Wardon-Allan-Curtis 	fiction 	162 	127 	this is a masterpiece on fiction by Wardon-Allan-Curtis 	1565 	images/book/fiction/16.jpeg 	
463 	Adventure Of William Hicks, The 	Wardon-Allan-Curtis 	fiction 	140 	95 	this is a masterpiece on fiction by Wardon-Allan-Curtis 	1316 	images/book/fiction/54.jpeg 	
464 	Adventure of Wisteria Lodge, The 	Arthur-Conan-Doyle 	fiction 	142 	106 	this is a good book on fiction by Arthur-Conan-Doyle 	1080 	images/book/fiction/72.jpeg 	
465 	Adventure on Island Rock, An 	Lucy-Maud-Montgomery 	health 	126 	83 	this is a good book on health by Lucy-Maud-Montgomery 	1980 	images/book/health/81.jpeg 	
466 	Adventurer, The 	A.-A.-Milne 	science 	163 	144 	this book talks about science by A.-A.-Milne 	1323 	images/book/science/58.jpeg 	
467 	Adventurer, The 	Walt-Mason 	kids 	185 	144 	this is a good book on kids by Walt-Mason 	1241 	images/book/kids/45.jpeg 	
468 	Adventurer 034 [No. 34: Folly of extravagance. The story of Misargyrus] 	Samuel-Johnson 	science 	127 	101 	this book talks about science by Samuel-Johnson 	1811 	images/book/science/2.jpeg 	
469 	Adventurer 039 [No. 39: On sleep] 	Samuel-Johnson 	biography 	117 	102 	this is a masterpiece on biography by Samuel-Johnson 	1566 	images/book/biography/19.jpeg 	
470 	Adventurer 041 [No. 41: Sequel of the story of Misargyrus] 	Samuel-Johnson 	science 	155 	150 	this is a good book on science by Samuel-Johnson 	1767 	images/book/science/26.jpeg 	
471 	Adventurer 045 [No. 45: The difficulty of forming confederacies] 	Samuel-Johnson 	health 	170 	150 	this book talks about health by Samuel-Johnson 	1383 	images/book/health/77.jpeg 	
472 	Adventurer 050 [No. 50: On lying] 	Samuel-Johnson 	health 	105 	67 	there are breathtaking descriptions of health by Samuel-Johnson 	1129 	images/book/health/92.jpeg 	
473 	Adventurer 053 [No. 53: Misargyrus account of his companions in the Fleet] 	Samuel-Johnson 	fiction 	139 	89 	there are breathtaking descriptions of fiction by Samuel-Johnson 	1469 	images/book/fiction/33.jpeg 	
474 	Adventurer 058 [No. 58: Presumption of modern criticism censured...] 	Samuel-Johnson 	kids 	184 	167 	this is a good book on kids by Samuel-Johnson 	1996 	images/book/kids/58.jpeg 	
475 	Adventurer 062 [No. 62: Misargyrus account of his companions concluded] 	Samuel-Johnson 	fiction 	107 	70 	there are breathtaking descriptions of fiction by Samuel-Johnson 	1313 	images/book/fiction/71.jpeg 	
476 	Adventurer 067 [No. 67: On the trades of London] 	Samuel-Johnson 	kids 	189 	170 	there are breathtaking descriptions of kids by Samuel-Johnson 	1356 	images/book/kids/70.jpeg 	
477 	Adventurer 069 [No. 69: Idle hope] 	Samuel-Johnson 	health 	196 	184 	this book talks about health by Samuel-Johnson 	1147 	images/book/health/128.jpeg 	
478 	Adventurer 074 [No. 74: Apology for neglecting officious advice] 	Samuel-Johnson 	biography 	140 	120 	this book talks about biography by Samuel-Johnson 	1689 	images/book/biography/2.jpeg 	
479 	Adventurer 081 [No. 81: Incitement to enterprise and emulation] 	Samuel-Johnson 	fiction 	191 	181 	this book talks about fiction by Samuel-Johnson 	1959 	images/book/fiction/9.jpeg 	
480 	Adventurer 084 [No. 84: Folly of false pretences to importance...] 	Samuel-Johnson 	kids 	183 	170 	this is a good book on kids by Samuel-Johnson 	1113 	images/book/kids/44.jpeg 	
481 	Adventurer 085 [No. 85: Study, composition, and converse equally necessary...] 	Samuel-Johnson 	biography 	192 	150 	this is a good book on biography by Samuel-Johnson 	1647 	images/book/biography/3.jpeg 	
482 	Adventurer 092 [No. 92: Criticism on the Pastorals of Virgil] 	Samuel-Johnson 	science 	200 	183 	there are breathtaking descriptions of science by Samuel-Johnson 	1513 	images/book/science/4.jpeg 	
483 	Adventurer 095 [No. 95: Apology for apparent plagiarism...] 	Samuel-Johnson 	health 	142 	115 	there are breathtaking descriptions of health by Samuel-Johnson 	1632 	images/book/health/44.jpeg 	
484 	Adventurer 099 [No. 99: Projectors injudiciously censured and applauded] 	Samuel-Johnson 	biography 	111 	80 	this is a masterpiece on biography by Samuel-Johnson 	1194 	images/book/biography/23.jpeg 	
485 	Adventurer 102 [Infelicities of retirement to men of business] 	Samuel-Johnson 	science 	156 	144 	this book talks about science by Samuel-Johnson 	1059 	images/book/science/27.jpeg 	
486 	Adventurer 107 [Different opinions equally plausible] 	Samuel-Johnson 	health 	108 	102 	there are breathtaking descriptions of health by Samuel-Johnson 	1999 	images/book/health/107.jpeg 	
487 	Adventurer 108 [On the uncertainty of human things] 	Samuel-Johnson 	biography 	111 	83 	this book talks about biography by Samuel-Johnson 	1573 	images/book/biography/28.jpeg 	
488 	Adventurer 111 [The pleasures and advantages of industry] 	Samuel-Johnson 	science 	130 	101 	there are breathtaking descriptions of science by Samuel-Johnson 	1037 	images/book/science/21.jpeg 	
489 	Adventurer 115 [The itch of writing universal] 	Samuel-Johnson 	fiction 	134 	103 	this is a good book on fiction by Samuel-Johnson 	1739 	images/book/fiction/74.jpeg 	
490 	Adventurer 119 [The folly of creating artificial wants] 	Samuel-Johnson 	science 	192 	152 	this is a masterpiece on science by Samuel-Johnson 	1136 	images/book/science/51.jpeg 	
491 	Adventurer 120 [The miseries of life] 	Samuel-Johnson 	science 	187 	176 	there are breathtaking descriptions of science by Samuel-Johnson 	1294 	images/book/science/49.jpeg 	
492 	Adventurer 126 [Solitude not eligible] 	Samuel-Johnson 	health 	163 	121 	there are breathtaking descriptions of health by Samuel-Johnson 	1658 	images/book/health/42.jpeg 	
493 	Adventurer 131 [Singularities censured] 	Samuel-Johnson 	fiction 	116 	98 	there are breathtaking descriptions of fiction by Samuel-Johnson 	1343 	images/book/fiction/15.jpeg 	
494 	Adventurer 137 [Writers not a useless generation] 	Samuel-Johnson 	kids 	105 	71 	this book talks about kids by Samuel-Johnson 	1298 	images/book/kids/51.jpeg 	
495 	Adventurer 138 [Their happiness and infelicity] 	Samuel-Johnson 	science 	135 	109 	this is a good book on science by Samuel-Johnson 	1065 	images/book/science/32.jpeg 	
496 	Adventurers, The 	Henry-Newbolt 	fiction 	102 	61 	this is a good book on fiction by Henry-Newbolt 	1729 	images/book/fiction/75.jpeg 	
497 	Adventures 	Katharine-Lee-Bates 	biography 	132 	129 	this is a good book on biography by Katharine-Lee-Bates 	1125 	images/book/biography/1.jpeg 	
498 	Adventures among Books 	Andrew-Lang 	fiction 	197 	157 	this is a masterpiece on fiction by Andrew-Lang 	1463 	images/book/fiction/21.jpeg 	
499 	Adventures and Letters 	Richard-Harding-Davis 	science 	172 	164 	there are breathtaking descriptions of science by Richard-Harding-Davis 	1196 	images/book/science/15.jpeg 	
500 	Adventures At Lunch Time 	Christopher-Morley 	fiction 	198 	171 	this is a masterpiece on fiction by Christopher-Morley 	1597 	images/book/fiction/7.jpeg 	
501 	Adventures in Africa 	William-H. G.-Kingston 	kids 	186 	160 	this book talks about kids by William-H. G.-Kingston 	1295 	images/book/kids/43.jpeg 	
502 	Adventures In Alaska 	Edward-Eggleston 	kids 	180 	171 	this book talks about kids by Edward-Eggleston 	1155 	images/book/kids/59.jpeg 	
503 	Adventures in Australia 	William-H. G.-Kingston 	health 	137 	133 	this is a masterpiece on health by William-H. G.-Kingston 	1607 	images/book/health/142.jpeg 	
504 	Adventures In High Finance 	Christopher-Morley 	biography 	156 	112 	this is a good book on biography by Christopher-Morley 	1979 	images/book/biography/44.jpeg 	
505 	Adventures in the Far West 	William-H. G.-Kingston 	science 	170 	136 	this is a masterpiece on science by William-H. G.-Kingston 	1130 	images/book/science/20.jpeg 	
506 	Adventures In The Secret Service Of The Post-Office Department 	Patrick-Henry-Woodward 	health 	172 	143 	this is a masterpiece on health by Patrick-Henry-Woodward 	1325 	images/book/health/2.jpeg 	
507 	Adventures of A Brownie, The 	Dinah-M. Mulock-Craik 	kids 	154 	137 	there are breathtaking descriptions of kids by Dinah-M. Mulock-Craik 	1958 	images/book/kids/94.jpeg 	
508 	Adventures Of A Fugitive Prince, The 	Charles-Morris 	science 	197 	151 	this is a masterpiece on science by Charles-Morris 	1127 	images/book/science/47.jpeg 	
509 	Adventures of a Jackal, The 	Andrew-Lang 	health 	104 	62 	this is a good book on health by Andrew-Lang 	1144 	images/book/health/120.jpeg 	
510 	Adventures Of A Royal Fugitive, The 	Charles-Morris 	biography 	190 	171 	there are breathtaking descriptions of biography by Charles-Morris 	1218 	images/book/biography/35.jpeg 	
511 	Adventures Of A Spanish Nun, The 	Mrs. Andrew-Lang 	science 	120 	93 	this is a masterpiece on science by Mrs. Andrew-Lang 	1106 	images/book/science/18.jpeg 	
512 	Adventures of a Three-Guinea Watch, The 	Talbot-Baines-Reed 	health 	184 	183 	this is a good book on health by Talbot-Baines-Reed 	1566 	images/book/health/12.jpeg 	
513 	Adventures Of An Elf, The 	Juliana-Horatia-Ewing 	fiction 	164 	139 	this is a good book on fiction by Juliana-Horatia-Ewing 	1094 	images/book/fiction/48.jpeg 	
514 	Adventures of an Indian Brave 	Andrew-Lang 	kids 	159 	135 	this is a good book on kids by Andrew-Lang 	1431 	images/book/kids/32.jpeg 	
515 	Adventures Of Beaumains, The 	Charles-Morris 	science 	184 	175 	this book talks about science by Charles-Morris 	1068 	images/book/science/51.jpeg 	
516 	Adventures of Bobby Orde, The 	Stewart-Edward-White 	kids 	190 	156 	this book talks about kids by Stewart-Edward-White 	1850 	images/book/kids/37.jpeg 	
517 	Adventures of Buster Bear, The 	Thornton-Waldo-Burgess 	biography 	198 	161 	this book talks about biography by Thornton-Waldo-Burgess 	1512 	images/book/biography/27.jpeg 	
518 	Adventures of Captain Bonneville, The 	Washington-Irving 	fiction 	110 	98 	there are breathtaking descriptions of fiction by Washington-Irving 	1009 	images/book/fiction/56.jpeg 	
519 	Adventures of Captain Horn, The 	Frank-R-Stockton 	health 	200 	161 	this is a good book on health by Frank-R-Stockton 	1914 	images/book/health/94.jpeg 	
520 	Adventures of Chanticleer and Partlet, The 	Jacob-& Wilhelm-Grimm 	biography 	118 	94 	there are breathtaking descriptions of biography by Jacob-& Wilhelm-Grimm 	1761 	images/book/biography/2.jpeg 	
521 	Adventures of Covan the Brown-Haired 	Andrew-Lang 	fiction 	177 	170 	this is a good book on fiction by Andrew-Lang 	1001 	images/book/fiction/12.jpeg 	
522 	Adventures of Danny Meadow Mouse, The 	Thornton-Waldo-Burgess 	biography 	141 	139 	this is a good book on biography by Thornton-Waldo-Burgess 	1216 	images/book/biography/0.jpeg 	
523 	Adventures Of Democedes, The 	Charles-Morris 	biography 	109 	63 	this is a masterpiece on biography by Charles-Morris 	1788 	images/book/biography/27.jpeg 	
524 	Adventures of Don Lavington - Nolens Volens, The 	George-Manville-Fenn 	fiction 	148 	119 	this is a good book on fiction by George-Manville-Fenn 	1148 	images/book/fiction/79.jpeg 	
525 	Adventures Of Fire-Drills Son, The 	Mrs. Andrew-Lang 	science 	163 	134 	this is a good book on science by Mrs. Andrew-Lang 	1008 	images/book/science/58.jpeg 	
526 	Adventures Of Francoise And Suzanne, The 	George-Washington-Cable 	science 	168 	129 	there are breathtaking descriptions of science by George-Washington-Cable 	1322 	images/book/science/18.jpeg 	
527 	Adventures Of Gilla Na Chreck An Gour 	Patrick-Kennedy 	biography 	138 	115 	this book talks about biography by Patrick-Kennedy 	1840 	images/book/biography/25.jpeg 	
528 	Adventures of Grandfather Frog, The 	Thornton-Waldo-Burgess 	health 	131 	121 	there are breathtaking descriptions of health by Thornton-Waldo-Burgess 	1576 	images/book/health/177.jpeg 	
529 	Adventures Of Gustavus Vasa, The 	Charles-Morris 	science 	160 	112 	this is a masterpiece on science by Charles-Morris 	1190 	images/book/science/23.jpeg 	
530 	Adventures of Haroun-al-Raschid, Caliph of Bagdad 	Andrew-Lang 	biography 	149 	106 	this is a good book on biography by Andrew-Lang 	1063 	images/book/biography/10.jpeg 	
531 	Adventures of Harry Revel, The 	Arthur-Thomas-Quiller-Couch 	biography 	160 	128 	this book talks about biography by Arthur-Thomas-Quiller-Couch 	1378 	images/book/biography/31.jpeg 	
532 	Adventures of Harry Richmond, The 	George-Meredith 	fiction 	199 	170 	this is a masterpiece on fiction by George-Meredith 	1713 	images/book/fiction/0.jpeg 	
533 	Adventures of Huckleberry Finn, The 	Mark-Twain 	biography 	197 	196 	there are breathtaking descriptions of biography by Mark-Twain 	1011 	images/book/biography/18.jpeg 	
534 	Adventures Of John Dietrich 	Dinah-M. Mulock-Craik 	health 	143 	103 	this is a good book on health by Dinah-M. Mulock-Craik 	1237 	images/book/health/24.jpeg 	
535 	Adventures Of John Longbowe, Yeoman 	Bret-Harte 	kids 	176 	156 	there are breathtaking descriptions of kids by Bret-Harte 	1208 	images/book/kids/85.jpeg 	
536 	Adventures Of Juan, The 	Mabel-Cook-Cole 	kids 	128 	85 	this book talks about kids by Mabel-Cook-Cole 	1301 	images/book/kids/10.jpeg 	
537 	Adventures of Kathlyn, The 	Harold-MacGrath 	kids 	111 	78 	this is a good book on kids by Harold-MacGrath 	1190 	images/book/kids/89.jpeg 	
538 	Adventures Of Kintaro, The Golden Boy, The 	Yei-Theodora-Ozaki 	fiction 	191 	173 	this is a masterpiece on fiction by Yei-Theodora-Ozaki 	1676 	images/book/fiction/68.jpeg 	
539 	Adventures Of Little Peachling, The 	Algernon-Bertram-Freeman-Mitford 	science 	167 	137 	this is a masterpiece on science by Algernon-Bertram-Freeman-Mitford 	1776 	images/book/science/40.jpeg 	
540 	Adventures Of Massang, The 	Charles-John-Tibbitts 	fiction 	114 	76 	this is a good book on fiction by Charles-John-Tibbitts 	1356 	images/book/fiction/58.jpeg 	
541 	Adventures of Odysseus, The 	Josephine-Preston-Peabody 	kids 	200 	156 	this is a good book on kids by Josephine-Preston-Peabody 	1017 	images/book/kids/8.jpeg 	
542 	Adventures Of Paddy The Beaver, The 	Thornton-Waldo-Burgess 	biography 	127 	106 	this book talks about biography by Thornton-Waldo-Burgess 	1733 	images/book/biography/13.jpeg 	
543 	Adventures of Peter Pan (Peter Pan and Wendy), The 	James-Matthew-Barrie 	kids 	105 	91 	this book talks about kids by James-Matthew-Barrie 	1838 	images/book/kids/80.jpeg 	
544 	Adventures of Prince Camaralzaman and Princess Badoura 	Andrew-Lang 	health 	131 	84 	this book talks about health by Andrew-Lang 	1945 	images/book/health/101.jpeg 	
545 	Adventures of Sally, The 	P-G-Wodehouse 	health 	126 	86 	there are breathtaking descriptions of health by P-G-Wodehouse 	1108 	images/book/health/13.jpeg 	
546 	Adventures Of Saruti, The 	Henry-M.-Stanley 	biography 	171 	157 	this is a masterpiece on biography by Henry-M.-Stanley 	1068 	images/book/biography/8.jpeg 	
547 	Adventures Of Shamrock Jolnes, The 	O-Henry 	science 	105 	93 	this is a good book on science by O-Henry 	1310 	images/book/science/3.jpeg 	
548 	Adventures Of The Beggars Son, The 	Charles-John-Tibbitts 	fiction 	165 	121 	there are breathtaking descriptions of fiction by Charles-John-Tibbitts 	1856 	images/book/fiction/0.jpeg 	
549 	Adventures of the Jackals Eldest Son 	Andrew-Lang 	fiction 	165 	148 	this is a masterpiece on fiction by Andrew-Lang 	1360 	images/book/fiction/57.jpeg 	
550 	Adventures Of The Rich Youth, The 	Charles-John-Tibbitts 	fiction 	177 	140 	this book talks about fiction by Charles-John-Tibbitts 	1585 	images/book/fiction/29.jpeg 	
551 	Adventures of the Younger Son of the Jackal 	Andrew-Lang 	fiction 	157 	128 	this book talks about fiction by Andrew-Lang 	1530 	images/book/fiction/66.jpeg 	
552 	Adventures Of Theseus, The 	James-Baldwin 	kids 	200 	158 	this book talks about kids by James-Baldwin 	1201 	images/book/kids/50.jpeg 	
553 	Adventures of Tom Sawyer, The 	Mark-Twain 	kids 	183 	163 	there are breathtaking descriptions of kids by Mark-Twain 	1133 	images/book/kids/91.jpeg 	
554 	Adventures Of Two Water Fairies Whowere Also Weasels 	Charles-G.-Leland 	biography 	134 	101 	this is a good book on biography by Charles-G.-Leland 	1382 	images/book/biography/6.jpeg 	
555 	Adventures Of Ulysses, The 	Charles-Lamb 	biography 	184 	151 	this is a masterpiece on biography by Charles-Lamb 	1151 	images/book/biography/36.jpeg 	
556 	Adventures Of Wesakchak: A Battle With The Sioux, The 	Margaret-Bemister 	science 	191 	176 	this book talks about science by Margaret-Bemister 	1537 	images/book/science/3.jpeg 	
557 	Adventures Of Wesakchak: I. The Wonderful Ball, The 	Margaret-Bemister 	science 	118 	99 	this is a good book on science by Margaret-Bemister 	1252 	images/book/science/47.jpeg 	
558 	Adventures Of Wesakchak: II. A Wonderful Journey, The 	Margaret-Bemister 	kids 	159 	109 	there are breathtaking descriptions of kids by Margaret-Bemister 	1460 	images/book/kids/97.jpeg 	
559 	Adventures Of Wesakchak: III. The Gray Goose, The 	Margaret-Bemister 	kids 	194 	145 	there are breathtaking descriptions of kids by Margaret-Bemister 	1833 	images/book/kids/65.jpeg 	
560 	Adventures Of Wesakchak: IV. Little Brother Rabbit, The 	Margaret-Bemister 	health 	143 	132 	this book talks about health by Margaret-Bemister 	1687 	images/book/health/21.jpeg 	
561 	Adventures Of Wesakchak: V. The Bald-Headed Eagles, The 	Margaret-Bemister 	science 	152 	146 	this is a masterpiece on science by Margaret-Bemister 	1017 	images/book/science/40.jpeg 	
562 	Adventures With Bears 	James-McIntyre 	science 	106 	90 	this is a good book on science by James-McIntyre 	1982 	images/book/science/6.jpeg 	
563 	Adventuress, The 	Jerome-K-Jerome 	health 	144 	119 	this is a masterpiece on health by Jerome-K-Jerome 	1903 	images/book/health/172.jpeg 	
564 	Adversity 	Laurence-Alma-Tadema 	health 	175 	172 	this is a masterpiece on health by Laurence-Alma-Tadema 	1647 	images/book/health/95.jpeg 	
565 	Advertisement, The 	Falconbridge 	kids 	155 	148 	this is a good book on kids by Falconbridge 	1160 	images/book/kids/87.jpeg 	
566 	Advertisement 	Thomas-Moore 	biography 	139 	119 	this is a masterpiece on biography by Thomas-Moore 	1242 	images/book/biography/29.jpeg 	
567 	Advertisement To The Fourth Edition Of The English Dictionary 	Samuel-Johnson 	fiction 	120 	73 	this is a masterpiece on fiction by Samuel-Johnson 	1822 	images/book/fiction/55.jpeg 	
568 	Advice 	James-Parkerson 	fiction 	197 	185 	there are breathtaking descriptions of fiction by James-Parkerson 	1123 	images/book/fiction/15.jpeg 	
569 	Advice 	W.-E.-Christian 	biography 	189 	163 	this is a masterpiece on biography by W.-E.-Christian 	1598 	images/book/biography/25.jpeg 	
570 	Advice 	Franklin-P.-Adams 	science 	106 	90 	this is a good book on science by Franklin-P.-Adams 	1033 	images/book/science/7.jpeg 	
571 	Advice 	Paul-Laurence-Dunbar 	fiction 	195 	195 	this book talks about fiction by Paul-Laurence-Dunbar 	1351 	images/book/fiction/21.jpeg 	
572 	Advice To A Little Girl 	James-McIntyre 	fiction 	183 	137 	this is a masterpiece on fiction by James-McIntyre 	1275 	images/book/fiction/73.jpeg 	
573 	Advice To A Son 	-Edgar W. Nye- Bill-Nye 	health 	136 	127 	this is a good book on health by -Edgar W. Nye- Bill-Nye 	1940 	images/book/health/69.jpeg 	
574 	Advice To A Young Author 	Arthur-Conan-Doyle 	science 	146 	139 	there are breathtaking descriptions of science by Arthur-Conan-Doyle 	1322 	images/book/science/55.jpeg 	
575 	Advice To Heroines 	Alice-Duer-Miller 	fiction 	140 	113 	this book talks about fiction by Alice-Duer-Miller 	1103 	images/book/fiction/1.jpeg 	
576 	Advice to Little Girls 	Mark-Twain 	kids 	149 	119 	this is a good book on kids by Mark-Twain 	1961 	images/book/kids/39.jpeg 	
577 	Advice To My Best Brother, Coll: Francis Lovelace 	Richard-Lovelace 	science 	104 	79 	this is a masterpiece on science by Richard-Lovelace 	1934 	images/book/science/0.jpeg 	
578 	Advice To The Grub-Street Verse-Writers 	Jonathan-Swift 	fiction 	166 	123 	there are breathtaking descriptions of fiction by Jonathan-Swift 	1777 	images/book/fiction/34.jpeg 	
579 	Advice To Those Visiting A Baby 	Christopher-Morley 	kids 	162 	151 	this is a masterpiece on kids by Christopher-Morley 	1112 	images/book/kids/50.jpeg 	
580 	Advising Chloe 	Franklin-P.-Adams 	health 	132 	108 	this book talks about health by Franklin-P.-Adams 	1012 	images/book/health/93.jpeg 	
581 	Advocate, The 	Alice-Brown 	fiction 	148 	139 	this is a masterpiece on fiction by Alice-Brown 	1254 	images/book/fiction/5.jpeg 	
582 	Ae Fond Kiss, And Then We Sever 	Robert-Burns 	kids 	103 	76 	there are breathtaking descriptions of kids by Robert-Burns 	1904 	images/book/kids/95.jpeg 	
583 	Aedh Gives His Beloved Certain Rhymes 	William-Butler-Yeats 	kids 	156 	149 	there are breathtaking descriptions of kids by William-Butler-Yeats 	1445 	images/book/kids/11.jpeg 	
584 	Aedh Hears The Cry Of The Sedge 	William-Butler-Yeats 	biography 	108 	66 	this is a good book on biography by William-Butler-Yeats 	1775 	images/book/biography/4.jpeg 	
585 	Aedh Laments The Loss Of Love 	William-Butler-Yeats 	fiction 	130 	121 	this is a masterpiece on fiction by William-Butler-Yeats 	1964 	images/book/fiction/59.jpeg 	
586 	Aedh Pleads With The Elemental Powers 	William-Butler-Yeats 	science 	139 	95 	there are breathtaking descriptions of science by William-Butler-Yeats 	1725 	images/book/science/13.jpeg 	
587 	Aedh Tells Of A Valley Full Of Lovers 	William-Butler-Yeats 	fiction 	100 	89 	there are breathtaking descriptions of fiction by William-Butler-Yeats 	1376 	images/book/fiction/71.jpeg 	
588 	Aedh Tells Of The Perfect Beauty 	William-Butler-Yeats 	fiction 	180 	164 	there are breathtaking descriptions of fiction by William-Butler-Yeats 	1502 	images/book/fiction/34.jpeg 	
589 	Aedh Tells Of The Rose In His Heart 	William-Butler-Yeats 	science 	186 	138 	this is a masterpiece on science by William-Butler-Yeats 	1319 	images/book/science/39.jpeg 	
590 	Aedh Thinks Of Those Who Have Spoken Evil Of His Beloved 	William-Butler-Yeats 	health 	135 	123 	there are breathtaking descriptions of health by William-Butler-Yeats 	1750 	images/book/health/131.jpeg 	
591 	Aedh Wishes For The Cloths Of Heaven 	William-Butler-Yeats 	science 	139 	109 	this book talks about science by William-Butler-Yeats 	1547 	images/book/science/6.jpeg 	
592 	Aedh Wishes His Beloved Were Dead 	William-Butler-Yeats 	health 	131 	81 	this is a good book on health by William-Butler-Yeats 	1376 	images/book/health/177.jpeg 	
593 	Aegirs Feast 	Mary-H.-Foster 	biography 	168 	130 	this book talks about biography by Mary-H.-Foster 	1003 	images/book/biography/19.jpeg 	
594 	Aeneid, The 	Virgil 	science 	122 	101 	this is a good book on science by Virgil 	1262 	images/book/science/14.jpeg 	
595 	Aeolian Harp 	William-Allingham 	fiction 	147 	113 	this is a good book on fiction by William-Allingham 	1186 	images/book/fiction/4.jpeg 	
596 	Aeolian Harp, The 	Herman-Melville 	kids 	111 	82 	there are breathtaking descriptions of kids by Herman-Melville 	1922 	images/book/kids/71.jpeg 	
